ERROR   | 2021-11-30 17:39:01,913 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:15,685 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:15,685 | root     | got an error while analyzing fts_load
ERROR   | 2021-11-30 17:49:16,127 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:16,127 | root     | got an error while analyzing fts_close
ERROR   | 2021-11-30 17:49:17,650 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:17,650 | root     | got an error while analyzing LCO_hash
ERROR   | 2021-11-30 17:49:40,171 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:40,171 | root     | got an error while analyzing fts_compare_ino
ERROR   | 2021-11-30 17:49:41,050 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:41,050 | root     | got an error while analyzing fts_build
ERROR   | 2021-11-30 17:49:41,450 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:41,450 | root     | got an error while analyzing fts_stat
ERROR   | 2021-11-30 17:49:41,854 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:41,854 | root     | got an error while analyzing fts_compar
ERROR   | 2021-11-30 17:49:42,278 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:42,278 | root     | got an error while analyzing fts_sort
ERROR   | 2021-11-30 17:49:43,601 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:43,601 | root     | got an error while analyzing fts_palloc
ERROR   | 2021-11-30 17:49:44,006 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:44,006 | root     | got an error while analyzing fts_padjust
ERROR   | 2021-11-30 17:49:44,409 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:44,409 | root     | got an error while analyzing fts_maxarglen
ERROR   | 2021-11-30 17:49:44,902 | root     | b'out of memory'
ERROR   | 2021-11-30 17:49:44,903 | root     | got an error while analyzing fts_safe_changedir
ERROR   | 2021-11-30 17:50:07,012 | root     | b'out of memory'
ERROR   | 2021-11-30 17:50:07,012 | root     | got an error while analyzing cycle_check_init
ERROR   | 2021-11-30 17:50:07,414 | root     | b'out of memory'
ERROR   | 2021-11-30 17:50:07,414 | root     | got an error while analyzing cycle_check
ERROR   | 2021-11-30 17:50:08,392 | root     | b'out of memory'
ERROR   | 2021-11-30 17:50:08,392 | root     | got an error while analyzing hash_pjw
ERROR   | 2021-11-30 17:50:08,795 | root     | b'out of memory'
ERROR   | 2021-11-30 17:50:08,795 | root     | got an error while analyzing i_ring_init
ERROR   | 2021-11-30 17:50:09,205 | root     | b'out of memory'
ERROR   | 2021-11-30 17:50:09,206 | root     | got an error while analyzing i_ring_empty
ERROR   | 2021-11-30 17:50:09,606 | root     | b'out of memory'
ERROR   | 2021-11-30 17:50:09,606 | root     | got an error while analyzing i_ring_push
ASSERTION VIOLATION
File: ../src/ast/shared_occs.cpp
Line: 119
UNEXPECTED CODE WAS REACHED.
Z3 4.8.13.0
Please file an issue with this message and more detail about how you encountered it at https://github.com/Z3Prover/z3/issues/new
