WARNING | 2021-12-02 01:36:16,646 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
ERROR   | 2021-12-02 02:02:12,448 | root     | b'out of memory'
ERROR   | 2021-12-02 02:02:12,448 | root     | got an error while analyzing mh_get_dir
ERROR   | 2021-12-02 02:02:13,049 | root     | b'out of memory'
ERROR   | 2021-12-02 02:02:13,049 | root     | got an error while analyzing mh_expand_name
ERROR   | 2021-12-02 02:02:33,446 | root     | b'out of memory'
ERROR   | 2021-12-02 02:02:33,450 | root     | got an error while analyzing mh_find_file
ERROR   | 2021-12-02 02:06:10,004 | root     | b'out of memory'
ERROR   | 2021-12-02 02:06:10,006 | root     | got an error while analyzing mh_quote
ERROR   | 2021-12-02 02:07:58,726 | root     | b'out of memory'
ERROR   | 2021-12-02 02:07:58,726 | root     | got an error while analyzing yytnamerr
ERROR   | 2021-12-02 02:07:59,342 | root     | b'out of memory'
ERROR   | 2021-12-02 02:07:59,343 | root     | got an error while analyzing yysyntax_error
ERROR   | 2021-12-02 02:08:05,014 | root     | b'out of memory'
ERROR   | 2021-12-02 02:08:05,014 | root     | got an error while analyzing skip
ERROR   | 2021-12-02 02:08:08,311 | root     | b'out of memory'
ERROR   | 2021-12-02 02:08:08,311 | root     | got an error while analyzing fmt_yylex
ERROR   | 2021-12-02 02:09:29,771 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:29,771 | root     | got an error while analyzing mh_format_dump_code
ERROR   | 2021-12-02 02:09:32,307 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:32,308 | root     | got an error while analyzing printelim
ERROR   | 2021-12-02 02:10:29,938 | root     | b'out of memory'
ERROR   | 2021-12-02 02:10:29,938 | root     | got an error while analyzing codegen
ERROR   | 2021-12-02 02:10:33,422 | root     | list index out of range
ERROR   | 2021-12-02 02:10:33,422 | root     | got an error while analyzing msgset_abort
ERROR   | 2021-12-02 02:10:34,134 | root     | list index out of range
ERROR   | 2021-12-02 02:10:34,134 | root     | got an error while analyzing emptyrange_abort
ERROR   | 2021-12-02 02:10:34,724 | root     | b'out of memory'
ERROR   | 2021-12-02 02:10:34,725 | root     | got an error while analyzing nextarg
ERROR   | 2021-12-02 02:10:35,327 | root     | b'out of memory'
ERROR   | 2021-12-02 02:10:35,327 | root     | got an error while analyzing parse_count
ERROR   | 2021-12-02 02:10:35,935 | root     | b'out of memory'
ERROR   | 2021-12-02 02:10:35,935 | root     | got an error while analyzing msgset_first
ERROR   | 2021-12-02 02:11:31,121 | root     | b'out of memory'
ERROR   | 2021-12-02 02:11:31,121 | root     | got an error while analyzing add_messages
ERROR   | 2021-12-02 02:11:33,513 | root     | b'out of memory'
ERROR   | 2021-12-02 02:11:33,513 | root     | got an error while analyzing parse_range
ERROR   | 2021-12-02 02:11:41,423 | root     | b'out of memory'
ERROR   | 2021-12-02 02:11:41,423 | root     | got an error while analyzing mh_msgset_parse
ERROR   | 2021-12-02 02:11:47,152 | root     | b'out of memory'
ERROR   | 2021-12-02 02:11:47,153 | root     | got an error while analyzing addrcp
ERROR   | 2021-12-02 02:11:49,328 | root     | b'out of memory'
ERROR   | 2021-12-02 02:11:49,328 | root     | got an error while analyzing mh_alias_expand
ERROR   | 2021-12-02 02:13:05,481 | root     | b'out of memory'
ERROR   | 2021-12-02 02:13:05,481 | root     | got an error while analyzing ali_list_to_string
ERROR   | 2021-12-02 02:13:35,009 | root     | b'out of memory'
ERROR   | 2021-12-02 02:13:35,009 | root     | got an error while analyzing aliascmp
ERROR   | 2021-12-02 02:13:59,728 | root     | b'out of memory'
ERROR   | 2021-12-02 02:13:59,734 | root     | got an error while analyzing mh_alias_get_internal
ERROR   | 2021-12-02 02:14:18,137 | root     | b'out of memory'
ERROR   | 2021-12-02 02:14:18,137 | root     | got an error while analyzing ali_yylex
ERROR   | 2021-12-02 02:14:18,768 | root     | b'out of memory'
ERROR   | 2021-12-02 02:14:18,768 | root     | got an error while analyzing yy_get_next_buffer
ERROR   | 2021-12-02 02:14:19,401 | root     | b'out of memory'
ERROR   | 2021-12-02 02:14:19,401 | root     | got an error while analyzing yy_get_previous_state
ERROR   | 2021-12-02 02:14:20,035 | root     | b'out of memory'
ERROR   | 2021-12-02 02:14:20,035 | root     | got an error while analyzing yy_try_NUL_trans
ERROR   | 2021-12-02 02:14:21,952 | root     | b'out of memory'
ERROR   | 2021-12-02 02:14:21,953 | root     | got an error while analyzing ali_yy_load_buffer_state
ASSERTION VIOLATION
File: ../src/ast/shared_occs.cpp
Line: 119
UNEXPECTED CODE WAS REACHED.
Z3 4.8.13.0
Please file an issue with this message and more detail about how you encountered it at https://github.com/Z3Prover/z3/issues/new
