ERROR   | 2021-12-02 03:18:39,085 | root     | list index out of range
ERROR   | 2021-12-02 04:38:42,519 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:42,520 | root     | got an error while analyzing system_destroy_identity
ERROR   | 2021-12-02 04:38:47,214 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:47,215 | root     | got an error while analyzing pies_conv
ERROR   | 2021-12-02 04:38:48,835 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:48,835 | root     | got an error while analyzing authenticate
ERROR   | 2021-12-02 04:38:50,609 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:50,609 | root     | got an error while analyzing is_group_member
ERROR   | 2021-12-02 04:38:52,231 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:52,231 | root     | got an error while analyzing configure
ERROR   | 2021-12-02 04:38:53,979 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:53,979 | root     | got an error while analyzing str2port
ERROR   | 2021-12-02 04:38:55,611 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:55,611 | root     | got an error while analyzing format_uint
ERROR   | 2021-12-02 04:38:57,233 | root     | b'out of memory'
ERROR   | 2021-12-02 04:38:57,233 | root     | got an error while analyzing sockaddr_to_str
ERROR   | 2021-12-02 04:39:00,605 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:00,605 | root     | got an error while analyzing is_array_member
ERROR   | 2021-12-02 04:39:03,466 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:03,466 | root     | got an error while analyzing array_index
ERROR   | 2021-12-02 04:39:05,235 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:05,235 | root     | got an error while analyzing assert_grecs_value_type
ERROR   | 2021-12-02 04:39:08,932 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:08,932 | root     | got an error while analyzing conf_callback_url
ERROR   | 2021-12-02 04:39:10,715 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:10,715 | root     | got an error while analyzing mkfilename
ERROR   | 2021-12-02 04:39:12,351 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:12,351 | root     | got an error while analyzing move_env
ERROR   | 2021-12-02 04:39:13,989 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:13,989 | root     | got an error while analyzing mf_proctitle_init
ERROR   | 2021-12-02 04:39:15,808 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:15,808 | root     | got an error while analyzing mf_proctitle_flush
ERROR   | 2021-12-02 04:39:19,362 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:19,362 | root     | got an error while analyzing pp_add_option
ERROR   | 2021-12-02 04:39:25,792 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:25,792 | root     | got an error while analyzing split3
ERROR   | 2021-12-02 04:39:27,610 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:27,610 | root     | got an error while analyzing strsplit3
ERROR   | 2021-12-02 04:39:29,248 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:29,248 | root     | got an error while analyzing strtotok_len
ERROR   | 2021-12-02 04:39:30,892 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:30,892 | root     | got an error while analyzing strtotok_len_ci
ERROR   | 2021-12-02 04:39:35,692 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:35,692 | root     | got an error while analyzing toktostr
ERROR   | 2021-12-02 04:39:38,680 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:38,680 | root     | got an error while analyzing alloc_string_len
ERROR   | 2021-12-02 04:39:42,049 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:42,049 | root     | got an error while analyzing url_parse_args
ERROR   | 2021-12-02 04:39:43,727 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:43,727 | root     | got an error while analyzing url_parse_path
ERROR   | 2021-12-02 04:39:45,404 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:45,404 | root     | got an error while analyzing url_parse_host
ERROR   | 2021-12-02 04:39:47,066 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:47,066 | root     | got an error while analyzing url_parse_user
ERROR   | 2021-12-02 04:39:48,836 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:48,836 | root     | got an error while analyzing url_parse_scheme
ERROR   | 2021-12-02 04:39:50,479 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:50,479 | root     | got an error while analyzing pies_url_free_user
ERROR   | 2021-12-02 04:39:52,126 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:52,126 | root     | got an error while analyzing pies_url_free_passwd
ERROR   | 2021-12-02 04:39:55,183 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:55,183 | root     | got an error while analyzing pies_url_destroy
ERROR   | 2021-12-02 04:39:56,826 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:56,826 | root     | got an error while analyzing do_url_copy
ERROR   | 2021-12-02 04:39:58,798 | root     | b'out of memory'
ERROR   | 2021-12-02 04:39:58,799 | root     | got an error while analyzing pies_url_copy
ERROR   | 2021-12-02 04:40:00,795 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:00,795 | root     | got an error while analyzing pies_basic_url_create
ERROR   | 2021-12-02 04:40:02,623 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:02,623 | root     | got an error while analyzing pies_url_create
ERROR   | 2021-12-02 04:40:04,275 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:04,275 | root     | got an error while analyzing pies_url_get_arg
ERROR   | 2021-12-02 04:40:05,916 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:05,916 | root     | got an error while analyzing grecs_vasprintf
ERROR   | 2021-12-02 04:40:09,604 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:09,604 | root     | got an error while analyzing default_print_diag
ERROR   | 2021-12-02 04:40:17,086 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:17,086 | root     | got an error while analyzing grecs_asprint_locus
ERROR   | 2021-12-02 04:40:25,775 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:25,775 | root     | got an error while analyzing grecs_print_simple_statement
ERROR   | 2021-12-02 04:40:27,387 | root     | b'out of memory'
ERROR   | 2021-12-02 04:40:27,387 | root     | got an error while analyzing grecs_print_block_statement
ASSERTION VIOLATION
File: ../src/ast/shared_occs.cpp
Line: 119
UNEXPECTED CODE WAS REACHED.
Z3 4.8.13.0
Please file an issue with this message and more detail about how you encountered it at https://github.com/Z3Prover/z3/issues/new
