WARNING | 2021-12-02 01:11:19,698 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
ERROR   | 2021-12-02 01:27:48,235 | root     | list index out of range
ERROR   | 2021-12-02 01:27:48,236 | root     | got an error while analyzing mh_getopt_ext
ERROR   | 2021-12-02 01:27:49,584 | root     | b'out of memory'
ERROR   | 2021-12-02 01:27:49,584 | root     | got an error while analyzing mh_opt_notimpl
ERROR   | 2021-12-02 01:27:50,281 | root     | b'out of memory'
ERROR   | 2021-12-02 01:27:50,281 | root     | got an error while analyzing mh_opt_notimpl_warning
ERROR   | 2021-12-02 01:27:50,984 | root     | b'out of memory'
ERROR   | 2021-12-02 01:27:50,984 | root     | got an error while analyzing mh_opt_clear_string
ERROR   | 2021-12-02 01:27:51,678 | root     | b'out of memory'
ERROR   | 2021-12-02 01:27:51,678 | root     | got an error while analyzing mh_opt_find_file
ERROR   | 2021-12-02 01:27:52,380 | root     | b'out of memory'
ERROR   | 2021-12-02 01:27:52,380 | root     | got an error while analyzing mh_opt_read_formfile
ERROR   | 2021-12-02 01:31:33,659 | root     | b'out of memory'
ERROR   | 2021-12-02 01:31:33,659 | root     | got an error while analyzing part_match
ERROR   | 2021-12-02 01:31:34,236 | root     | b'out of memory'
ERROR   | 2021-12-02 01:31:34,236 | root     | got an error while analyzing match_char_class
ERROR   | 2021-12-02 01:32:09,531 | root     | b'out of memory'
ERROR   | 2021-12-02 01:32:09,532 | root     | got an error while analyzing mh_find_file
ERROR   | 2021-12-02 01:32:10,543 | root     | b'out of memory'
ERROR   | 2021-12-02 01:32:10,543 | root     | got an error while analyzing mh_spawnp
ERROR   | 2021-12-02 01:33:43,745 | root     | b'out of memory'
ERROR   | 2021-12-02 01:33:43,745 | root     | got an error while analyzing mh_install
ERROR   | 2021-12-02 01:34:07,530 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:07,531 | root     | got an error while analyzing mu_locus_point_same_line
ERROR   | 2021-12-02 01:34:08,276 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:08,276 | root     | got an error while analyzing mu_locus_point_eq
ERROR   | 2021-12-02 01:34:08,895 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:08,895 | root     | got an error while analyzing ctx_push
ERROR   | 2021-12-02 01:34:11,296 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:11,296 | root     | got an error while analyzing yy_symbol_print
ERROR   | 2021-12-02 01:34:12,064 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:12,064 | root     | got an error while analyzing yy_stack_print
ERROR   | 2021-12-02 01:34:12,676 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:12,676 | root     | got an error while analyzing yy_reduce_print
ERROR   | 2021-12-02 01:34:13,268 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:13,268 | root     | got an error while analyzing yytnamerr
ERROR   | 2021-12-02 01:34:13,865 | root     | b'out of memory'
ERROR   | 2021-12-02 01:34:13,865 | root     | got an error while analyzing yysyntax_error
ERROR   | 2021-12-02 01:36:22,447 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:22,447 | root     | got an error while analyzing fmt_yylex
ERROR   | 2021-12-02 01:36:24,854 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:24,854 | root     | got an error while analyzing token_fmtspec
ERROR   | 2021-12-02 01:36:25,883 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:25,883 | root     | got an error while analyzing token_function
ERROR   | 2021-12-02 01:36:26,663 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:26,663 | root     | got an error while analyzing token_component
ERROR   | 2021-12-02 01:36:32,353 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:32,353 | root     | got an error while analyzing yylex_func
ERROR   | 2021-12-02 01:36:33,525 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:33,525 | root     | got an error while analyzing format_parse
ERROR   | 2021-12-02 01:36:35,149 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:35,149 | root     | got an error while analyzing mh_read_formfile
ERROR   | 2021-12-02 01:36:37,345 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:37,345 | root     | got an error while analyzing new_node
ERROR   | 2021-12-02 01:36:38,087 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:38,088 | root     | got an error while analyzing node_free
ERROR   | 2021-12-02 01:36:38,830 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:38,831 | root     | got an error while analyzing node_list_free
ERROR   | 2021-12-02 01:36:39,563 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:39,563 | root     | got an error while analyzing typecast
ERROR   | 2021-12-02 01:36:48,128 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:48,128 | root     | got an error while analyzing dump_statement
ERROR   | 2021-12-02 01:36:48,751 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:48,752 | root     | got an error while analyzing mh_format_dump_code
ERROR   | 2021-12-02 01:36:49,481 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:49,481 | root     | got an error while analyzing mh_format_free_tree
ERROR   | 2021-12-02 01:36:50,215 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:50,215 | root     | got an error while analyzing mh_format_free
ERROR   | 2021-12-02 01:36:50,943 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:50,943 | root     | got an error while analyzing mh_format_destroy
ERROR   | 2021-12-02 01:36:51,553 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:51,553 | root     | got an error while analyzing printelim
ERROR   | 2021-12-02 01:36:52,156 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:52,156 | root     | got an error while analyzing ensure_space
ERROR   | 2021-12-02 01:36:52,769 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:52,769 | root     | got an error while analyzing emit_instr
ERROR   | 2021-12-02 01:36:53,963 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:53,963 | root     | got an error while analyzing emit_string
ERROR   | 2021-12-02 01:36:55,488 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:55,488 | root     | got an error while analyzing emit_special
ERROR   | 2021-12-02 01:36:56,087 | root     | b'out of memory'
ERROR   | 2021-12-02 01:36:56,087 | root     | got an error while analyzing emit_funcall
ERROR   | 2021-12-02 01:37:01,502 | root     | b'out of memory'
ERROR   | 2021-12-02 01:37:01,502 | root     | got an error while analyzing codegen
Killed
