WARNING | 2021-12-01 22:18:11,229 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_device_id_rs
ERROR   | 2021-12-01 23:56:41,851 | root     | got an error while analyzing hostrange_intersect
ERROR   | 2021-12-01 23:56:42,503 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:42,503 | root     | got an error while analyzing hostrange_hn_within
ERROR   | 2021-12-01 23:56:43,925 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:43,925 | root     | got an error while analyzing hostrange_numstr
ERROR   | 2021-12-01 23:56:44,659 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:44,659 | root     | got an error while analyzing hostlist_new
ERROR   | 2021-12-01 23:56:45,295 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:45,295 | root     | got an error while analyzing hostlist_resize
ERROR   | 2021-12-01 23:56:45,932 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:45,932 | root     | got an error while analyzing hostlist_expand
ERROR   | 2021-12-01 23:56:46,581 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:46,581 | root     | got an error while analyzing hostlist_push_range
ERROR   | 2021-12-01 23:58:37,416 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:37,416 | root     | got an error while analyzing hostlist_insert_range
ERROR   | 2021-12-01 23:58:38,383 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:38,383 | root     | got an error while analyzing hostlist_delete_range
ERROR   | 2021-12-01 23:58:41,250 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:41,251 | root     | got an error while analyzing hostlist_copy
ERROR   | 2021-12-01 23:58:44,727 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:44,727 | root     | got an error while analyzing hostlist_pop
ERROR   | 2021-12-01 23:58:45,375 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:45,375 | root     | got an error while analyzing hostlist_shift_iterators
ERROR   | 2021-12-01 23:58:46,018 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:46,018 | root     | got an error while analyzing hostlist_shift
ERROR   | 2021-12-01 23:58:46,650 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:46,650 | root     | got an error while analyzing hostlist_pop_range
ERROR   | 2021-12-01 23:58:48,094 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:48,094 | root     | got an error while analyzing hostlist_delete
ERROR   | 2021-12-01 23:58:49,443 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:49,443 | root     | got an error while analyzing hostlist_nth
ERROR   | 2021-12-01 23:59:51,970 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:51,971 | root     | got an error while analyzing hostlist_sort
ERROR   | 2021-12-01 23:59:52,643 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:52,643 | root     | got an error while analyzing hostlist_collapse
ERROR   | 2021-12-01 23:59:53,311 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:53,311 | root     | got an error while analyzing hostlist_coalesce
ERROR   | 2021-12-01 23:59:53,985 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:53,986 | root     | got an error while analyzing hostlist_uniq
ERROR   | 2021-12-01 23:59:54,663 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:54,663 | root     | got an error while analyzing hostlist_deranged_string
ERROR   | 2021-12-01 23:59:55,343 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:55,343 | root     | got an error while analyzing hostlist_ranged_string
ERROR   | 2021-12-01 23:59:56,873 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:56,873 | root     | got an error while analyzing hostlist_iterator_create
ERROR   | 2021-12-01 23:59:57,541 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:57,541 | root     | got an error while analyzing hostset_iterator_create
ERROR   | 2021-12-01 23:59:58,211 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:58,211 | root     | got an error while analyzing hostlist_iterator_reset
ERROR   | 2021-12-01 23:59:59,614 | root     | b'out of memory'
ERROR   | 2021-12-01 23:59:59,614 | root     | got an error while analyzing hostlist_next
ERROR   | 2021-12-02 00:00:00,289 | root     | b'out of memory'
ERROR   | 2021-12-02 00:00:00,290 | root     | got an error while analyzing hostlist_next_range
ERROR   | 2021-12-02 00:00:00,962 | root     | b'out of memory'
ERROR   | 2021-12-02 00:00:00,962 | root     | got an error while analyzing hostlist_remove
ERROR   | 2021-12-02 00:01:58,493 | root     | b'out of memory'
ERROR   | 2021-12-02 00:01:58,494 | root     | got an error while analyzing hostset_find_host
ERROR   | 2021-12-02 00:01:59,884 | root     | b'out of memory'
ERROR   | 2021-12-02 00:01:59,884 | root     | got an error while analyzing hostset_delete
ERROR   | 2021-12-02 00:02:00,550 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:00,550 | root     | got an error while analyzing hostset_delete_host
ERROR   | 2021-12-02 00:02:01,220 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:01,221 | root     | got an error while analyzing hostset_shift
ERROR   | 2021-12-02 00:02:01,888 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:01,888 | root     | got an error while analyzing hostset_pop
ERROR   | 2021-12-02 00:02:02,549 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:02,549 | root     | got an error while analyzing hostset_shift_range
ERROR   | 2021-12-02 00:02:03,211 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:03,212 | root     | got an error while analyzing hostset_pop_range
ERROR   | 2021-12-02 00:02:03,871 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:03,871 | root     | got an error while analyzing hostset_count
ERROR   | 2021-12-02 00:02:04,531 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:04,531 | root     | got an error while analyzing hostset_ranged_string
ERROR   | 2021-12-02 00:02:05,194 | root     | b'out of memory'
ERROR   | 2021-12-02 00:02:05,194 | root     | got an error while analyzing hostset_deranged_string
ASSERTION VIOLATION
File: ../src/ast/shared_occs.cpp
Line: 119
UNEXPECTED CODE WAS REACHED.
Z3 4.8.13.0
Please file an issue with this message and more detail about how you encountered it at https://github.com/Z3Prover/z3/issues/new
