ERROR   | 2021-12-01 23:26:22,402 | root     | list index out of range
ERROR   | 2021-12-01 23:44:49,236 | root     | b'out of memory'
ERROR   | 2021-12-01 23:44:49,236 | root     | got an error while analyzing free_mbdata
ERROR   | 2021-12-01 23:44:50,120 | root     | b'out of memory'
ERROR   | 2021-12-01 23:44:50,120 | root     | got an error while analyzing dfainit
ERROR   | 2021-12-01 23:45:40,090 | root     | b'out of memory'
ERROR   | 2021-12-01 23:45:40,127 | root     | got an error while analyzing dfafree
ERROR   | 2021-12-01 23:46:39,162 | root     | b'out of memory'
ERROR   | 2021-12-01 23:46:39,164 | root     | got an error while analyzing enlist
ERROR   | 2021-12-01 23:46:41,882 | root     | b'out of memory'
ERROR   | 2021-12-01 23:46:41,882 | root     | got an error while analyzing comsubs
ERROR   | 2021-12-01 23:48:44,159 | root     | b'out of memory'
ERROR   | 2021-12-01 23:48:44,160 | root     | got an error while analyzing is_mb_middle
ERROR   | 2021-12-01 23:48:45,058 | root     | b'out of memory'
ERROR   | 2021-12-01 23:48:45,058 | root     | got an error while analyzing argmatch
ERROR   | 2021-12-01 23:50:44,145 | root     | b'out of memory'
ERROR   | 2021-12-01 23:50:44,150 | root     | got an error while analyzing unescape_pattern
ERROR   | 2021-12-01 23:53:10,853 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:10,853 | root     | got an error while analyzing exclude_fnmatch
ERROR   | 2021-12-01 23:53:11,930 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:11,930 | root     | got an error while analyzing excluded_file_pattern_p
ERROR   | 2021-12-01 23:53:13,018 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:13,019 | root     | got an error while analyzing excluded_file_name_p
ERROR   | 2021-12-01 23:53:14,110 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:14,110 | root     | got an error while analyzing excluded_file_name
ERROR   | 2021-12-01 23:53:15,883 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:15,883 | root     | got an error while analyzing add_exclude
ERROR   | 2021-12-01 23:53:16,975 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:16,975 | root     | got an error while analyzing add_exclude_file
ERROR   | 2021-12-01 23:53:21,512 | root     | b'out of memory'
ERROR   | 2021-12-01 23:53:21,512 | root     | got an error while analyzing hash_get_n_buckets
ERROR   | 2021-12-01 23:56:27,023 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:27,023 | root     | got an error while analyzing hash_get_max_bucket_length
ERROR   | 2021-12-01 23:56:28,176 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:28,176 | root     | got an error while analyzing hash_table_ok
ERROR   | 2021-12-01 23:56:32,934 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:32,934 | root     | got an error while analyzing safe_hasher
ERROR   | 2021-12-01 23:56:34,088 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:34,088 | root     | got an error while analyzing hash_lookup
ERROR   | 2021-12-01 23:56:35,246 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:35,246 | root     | got an error while analyzing hash_get_first
ERROR   | 2021-12-01 23:56:36,396 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:36,396 | root     | got an error while analyzing hash_get_next
ERROR   | 2021-12-01 23:56:37,536 | root     | b'out of memory'
ERROR   | 2021-12-01 23:56:37,537 | root     | got an error while analyzing hash_get_entries
ERROR   | 2021-12-01 23:58:50,714 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:50,714 | root     | got an error while analyzing hash_initialize
ERROR   | 2021-12-01 23:58:51,800 | root     | b'out of memory'
ERROR   | 2021-12-01 23:58:51,800 | root     | got an error while analyzing hash_clear
ERROR   | 2021-12-02 00:03:15,294 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:15,295 | root     | got an error while analyzing hash_free
ERROR   | 2021-12-02 00:03:16,394 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:16,394 | root     | got an error while analyzing allocate_entry
ERROR   | 2021-12-02 00:03:17,467 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:17,467 | root     | got an error while analyzing free_entry
ERROR   | 2021-12-02 00:03:18,551 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:18,551 | root     | got an error while analyzing hash_find_entry
ERROR   | 2021-12-02 00:04:41,656 | root     | b'out of memory'
ERROR   | 2021-12-02 00:04:41,656 | root     | got an error while analyzing transfer_entries
ERROR   | 2021-12-02 00:04:47,194 | root     | b'out of memory'
ERROR   | 2021-12-02 00:04:47,194 | root     | got an error while analyzing hash_insert0
ERROR   | 2021-12-02 00:04:52,957 | root     | b'out of memory'
ERROR   | 2021-12-02 00:04:52,957 | root     | got an error while analyzing mbsstr_trimmed_wordbounded
ERROR   | 2021-12-02 00:07:40,814 | root     | b'out of memory'
ERROR   | 2021-12-02 00:07:40,815 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-12-02 00:07:42,442 | root     | b'out of memory'
ERROR   | 2021-12-02 00:07:42,443 | root     | got an error while analyzing quotearg_buffer
ERROR   | 2021-12-02 00:07:44,891 | root     | b'out of memory'
ERROR   | 2021-12-02 00:07:44,891 | root     | got an error while analyzing quotearg_alloc_mem
ERROR   | 2021-12-02 00:07:46,849 | root     | b'out of memory'
ERROR   | 2021-12-02 00:07:46,849 | root     | got an error while analyzing quotearg_n_options
ERROR   | 2021-12-02 00:08:43,738 | root     | b'out of memory'
ERROR   | 2021-12-02 00:08:43,738 | root     | got an error while analyzing version_etc_ar
ERROR   | 2021-12-02 00:08:44,663 | root     | b'out of memory'
ERROR   | 2021-12-02 00:08:44,664 | root     | got an error while analyzing version_etc_va
ERROR   | 2021-12-02 00:08:49,531 | root     | b'out of memory'
ERROR   | 2021-12-02 00:08:49,531 | root     | got an error while analyzing x2nrealloc
ASSERTION VIOLATION
File: ../src/ast/shared_occs.cpp
Line: 119
UNEXPECTED CODE WAS REACHED.
Z3 4.8.13.0
Please file an issue with this message and more detail about how you encountered it at https://github.com/Z3Prover/z3/issues/new
