ERROR   | 2021-12-01 23:47:06,129 | root     | list index out of range
ERROR   | 2021-12-02 00:03:32,360 | root     | got an error while analyzing match_anychar
ERROR   | 2021-12-02 00:03:40,034 | root     | list index out of range
ERROR   | 2021-12-02 00:03:40,034 | root     | got an error while analyzing check_matching_with_multibyte_ops
ERROR   | 2021-12-02 00:03:40,932 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:40,932 | root     | got an error while analyzing transit_state_consume_1char
ERROR   | 2021-12-02 00:03:41,823 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:41,823 | root     | got an error while analyzing transit_state
ERROR   | 2021-12-02 00:03:43,697 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:43,697 | root     | got an error while analyzing dfaexec
ERROR   | 2021-12-02 00:03:44,581 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:44,581 | root     | got an error while analyzing free_mbdata
ERROR   | 2021-12-02 00:03:45,469 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:45,469 | root     | got an error while analyzing dfainit
ERROR   | 2021-12-02 00:03:48,197 | root     | b'out of memory'
ERROR   | 2021-12-02 00:03:48,197 | root     | got an error while analyzing dfafree
ERROR   | 2021-12-02 00:04:17,982 | root     | b'out of memory'
ERROR   | 2021-12-02 00:04:17,983 | root     | got an error while analyzing resetmust
ERROR   | 2021-12-02 00:04:18,868 | root     | b'out of memory'
ERROR   | 2021-12-02 00:04:18,868 | root     | got an error while analyzing dfamust
ERROR   | 2021-12-02 00:04:20,608 | root     | b'out of memory'
ERROR   | 2021-12-02 00:04:20,608 | root     | got an error while analyzing dfamusts
ASSERTION VIOLATION
File: ../src/ast/shared_occs.cpp
Line: 119
UNEXPECTED CODE WAS REACHED.
Z3 4.8.13.0
Please file an issue with this message and more detail about how you encountered it at https://github.com/Z3Prover/z3/issues/new
